_id,userId,chatty_score,safety_score,punctuality_score,friendliness_score,comfortibility_score,UTT
5da3cfa2fa9d0190c63ce924,5d942689a9cf770a818d3ac1,2,5,5,5,3,20
5da3cfa3fa9d0190c63ce925,5d942614a9cf770a818c77cf,3,5,4,4,4,20
5da3cfa3fa9d0190c63ce926,5d9426c3a9cf770a818d9d7a,5,4,2,2,2,10
5da3d00ffa9d0190c63ce938,5d942660a9cf770a818cf43e,5,1,2,3,1,20
5da3d00ffa9d0190c63ce939,5d9425e1a9cf770a818c25fd,3,5,2,3,1,30
5da3d00ffa9d0190c63ce93a,5d942604a9cf770a818c5dc2,5,1,4,2,4,15
5da3d00ffa9d0190c63ce93b,5d94274ca9cf770a818e840f,4,5,4,1,1,20
5da3d01cfa9d0190c63ce94e,5d94266fa9cf770a818d0eff,3,2,5,3,4,20
5da3d01cfa9d0190c63ce94f,5d94266aa9cf770a818d05c6,2,2,5,1,1,30
5da3d01cfa9d0190c63ce950,5d94264ca9cf770a818cd340,5,5,5,2,3,15
5da3d01dfa9d0190c63ce951,5d9426a5a9cf770a818d6bb7,1,2,5,1,5,15
5da3d03dfa9d0190c63ce95e,5d942660a9cf770a818cf443,2,1,5,3,1,20
5da3d03dfa9d0190c63ce95f,5d94269da9cf770a818d5ea6,2,4,5,5,5,20
5da3d03efa9d0190c63ce960,5d942703a9cf770a818e07b4,5,2,5,1,5,30
5da3d1aefa9d0190c63ce96c,5d942648a9cf770a818ccd0e,4,4,3,2,5,20
5da3d1aefa9d0190c63ce96d,5d94267ba9cf770a818d2331,4,3,1,1,5,25
5da3d1aefa9d0190c63ce96e,5d9426ada9cf770a818d7984,4,3,2,2,2,15
5da3d1cdfa9d0190c63ce97a,5d9425fba9cf770a818c4e8f,1,4,2,2,2,20
5da3d1cdfa9d0190c63ce97b,5d9425f7a9cf770a818c487b,2,5,2,2,5,30
5da3d1cdfa9d0190c63ce97c,5d9426dda9cf770a818dcb5c,5,5,4,3,1,15
5da3d1eefa9d0190c63ce98e,5d9425fba9cf770a818c4dff,3,3,5,4,5,20
5da3d1effa9d0190c63ce98f,5d9425c7a9cf770a818bfcf1,1,2,4,2,3,20
5da3d1effa9d0190c63ce990,5d942602a9cf770a818c5ad4,1,5,3,4,1,20
5da3d1effa9d0190c63ce991,5d9426dda9cf770a818dcae8,3,2,1,2,3,20
5da3d216fa9d0190c63ce99e,5d9425f2a9cf770a818c4042,2,4,5,4,2,20
5da3d216fa9d0190c63ce99f,5d94261ca9cf770a818c8476,1,3,5,5,5,20
5da3d216fa9d0190c63ce9a0,5d942758a9cf770a818e9936,5,4,4,4,1,15
5da3d23efa9d0190c63ce9b2,5d94268ea9cf770a818d44d9,5,5,5,5,4,20
5da3d23ffa9d0190c63ce9b3,5d9425c9a9cf770a818bfff5,4,2,1,4,3,15
5da3d23ffa9d0190c63ce9b4,5d942624a9cf770a818c9103,4,1,2,4,3,25
5da3d23ffa9d0190c63ce9b5,5d9426a0a9cf770a818d63e5,2,5,5,2,3,30
5da3d334fa9d0190c63ce9c8,5d942625a9cf770a818c92db,1,1,4,4,4,20
5da3d334fa9d0190c63ce9c9,5d9425c2a9cf770a818bf56b,3,1,5,3,3,10
5da3d335fa9d0190c63ce9ca,5d9425d7a9cf770a818c16fb,3,2,3,4,2,30
5da3d335fa9d0190c63ce9cb,5d9426c5a9cf770a818da259,4,1,4,3,3,20
5da3d379fa9d0190c63ce9d8,5d942677a9cf770a818d1be9,2,5,1,2,5,20
5da3d37afa9d0190c63ce9d9,5d9425eba9cf770a818c3469,4,5,5,2,1,15
5da3d37afa9d0190c63ce9da,5d9426b4a9cf770a818d85ed,2,5,4,2,2,10
5da3d399fa9d0190c63ce9ec,5d9425bfa9cf770a818bf21c,1,2,4,3,4,20
5da3d399fa9d0190c63ce9ed,5d9425eda9cf770a818c3853,3,1,4,1,3,30
5da3d399fa9d0190c63ce9ee,5d94261aa9cf770a818c81b7,5,5,3,1,2,20
5da3d399fa9d0190c63ce9ef,5d9426b2a9cf770a818d82a6,4,3,3,2,3,30
5da3d3b1fa9d0190c63ce9fc,5d942655a9cf770a818ce1b9,2,1,3,1,4,20
5da3d3b1fa9d0190c63ce9fd,5d94267aa9cf770a818d2124,4,2,2,4,4,20
5da3d3b1fa9d0190c63ce9fe,5d9426a1a9cf770a818d65a1,4,4,1,2,5,30
5da3d3c7fa9d0190c63cea0a,5d9425e3a9cf770a818c293d,5,1,1,5,1,20
5da3d3c7fa9d0190c63cea0b,5d94260fa9cf770a818c701a,3,2,3,1,3,15
5da3d3c8fa9d0190c63cea0c,5d9426a2a9cf770a818d6629,3,3,1,5,5,30
5da3d3d6fa9d0190c63cea18,5d942692a9cf770a818d4acb,1,5,3,5,5,20
5da3d3d6fa9d0190c63cea19,5d9425bda9cf770a818bee84,2,5,3,4,1,30
5da3d3d6fa9d0190c63cea1a,5d9426bfa9cf770a818d96df,4,4,4,4,1,15
5da3d3fafa9d0190c63cea2c,5d9425fda9cf770a818c5152,1,3,5,1,1,20
5da3d3fafa9d0190c63cea2d,5d942636a9cf770a818cae73,2,4,5,4,4,15
5da3d3fafa9d0190c63cea2e,5d942673a9cf770a818d1492,3,5,5,1,1,15
5da3d3fbfa9d0190c63cea2f,5d9426d4a9cf770a818dbb59,2,2,5,5,5,15
5da3d412fa9d0190c63cea3c,5d942615a9cf770a818c79d4,3,2,4,1,3,20
5da3d413fa9d0190c63cea3d,5d94261aa9cf770a818c812f,4,1,5,1,1,15
5da3d413fa9d0190c63cea3e,5d9426aba9cf770a818d7607,3,1,4,4,3,25
5da3d431fa9d0190c63cea4a,5d94267ca9cf770a818d2589,2,5,4,3,4,20
5da3d431fa9d0190c63cea4b,5d942627a9cf770a818c970f,3,5,2,1,2,10
5da3d432fa9d0190c63cea4c,5d9426caa9cf770a818da9e0,4,1,5,2,1,20
5da3d474fa9d0190c63cea5e,5d94263ba9cf770a818cb5f4,2,1,5,2,5,20
5da3d475fa9d0190c63cea5f,5d942625a9cf770a818c9344,3,3,4,4,2,25
5da3d475fa9d0190c63cea60,5d9425fca9cf770a818c5118,1,3,4,2,4,10
5da3d475fa9d0190c63cea61,5d9426b0a9cf770a818d7fb9,5,5,2,4,2,30
5da3d600fa9d0190c63cea6e,5d942699a9cf770a818d5763,3,4,5,5,2,20
5da3d600fa9d0190c63cea6f,5d942671a9cf770a818d1253,4,3,3,4,1,20
5da3d600fa9d0190c63cea70,5d9426a2a9cf770a818d66fe,2,4,5,2,4,25
5da3d62dfa9d0190c63cea82,5d942647a9cf770a818cca23,3,5,3,5,5,20
5da3d62dfa9d0190c63cea83,5d942647a9cf770a818cc9fc,1,5,4,2,2,20
5da3d62dfa9d0190c63cea84,5d94267ea9cf770a818d282d,5,3,5,2,2,30
5da3d62efa9d0190c63cea85,5d9426c7a9cf770a818da5ec,4,5,1,4,2,20
5da3d652fa9d0190c63cea92,5d942691a9cf770a818d4944,1,1,1,1,5,20
5da3d652fa9d0190c63cea93,5d9425faa9cf770a818c4d50,3,2,2,1,5,25
5da3d652fa9d0190c63cea94,5d9426aba9cf770a818d7710,4,2,5,1,4,20
5da3d667fa9d0190c63ceaa0,5d94262ba9cf770a818c9d5f,4,4,3,2,3,20
5da3d668fa9d0190c63ceaa1,5d94263da9cf770a818cb969,2,1,1,1,1,30
5da3d668fa9d0190c63ceaa2,5d9426b5a9cf770a818d8669,1,5,3,3,5,30
5da3d683fa9d0190c63ceab4,5d9425c5a9cf770a818bfa71,3,5,1,2,5,20
5da3d684fa9d0190c63ceab5,5d9425e3a9cf770a818c2972,1,5,1,2,3,15
5da3d684fa9d0190c63ceab6,5d9425f7a9cf770a818c4816,3,4,3,1,4,15
5da3d684fa9d0190c63ceab7,5d9426a2a9cf770a818d65f5,2,2,5,4,5,10
5da3d6a5fa9d0190c63ceac4,5d9425e1a9cf770a818c263d,4,1,4,3,3,20
5da3d6a5fa9d0190c63ceac5,5d94267ea9cf770a818d27ea,5,1,3,5,3,20
5da3d6a5fa9d0190c63ceac6,5d942700a9cf770a818e02a2,4,2,4,2,5,10
5da3d7ab095cb2ca92d3f710,5d942664a9cf770a818cfc07,4,1,1,3,2,30
5da3d7ab095cb2ca92d3f711,5d942606a9cf770a818c616e,5,4,2,3,5,20
5da3d7ac095cb2ca92d3f712,5d9426fca9cf770a818dfcb2,5,5,3,1,2,25
5da3d8a3095cb2ca92d3f724,5d9425bca9cf770a818bed90,2,2,3,3,1,30
5da3d8a3095cb2ca92d3f725,5d94269da9cf770a818d5e6d,3,2,5,4,2,10
5da3d8a3095cb2ca92d3f726,5d942668a9cf770a818d0219,4,4,3,2,1,15
5da3d8a4095cb2ca92d3f727,5d9426fea9cf770a818dffdb,5,2,3,1,4,30
5da3d8cd095cb2ca92d3f734,5d9425b4a9cf770a818be137,4,1,4,4,2,30
5da3d8cd095cb2ca92d3f735,5d94266ea9cf770a818d0cb1,5,5,5,4,4,15
5da3d8cd095cb2ca92d3f736,5d9426a7a9cf770a818d6f67,2,3,5,3,3,20
5da3d8ed095cb2ca92d3f748,5d942608a9cf770a818c634a,2,1,1,5,5,30
5da3d8ed095cb2ca92d3f749,5d9425eba9cf770a818c3536,1,2,2,3,3,25
5da3d8ed095cb2ca92d3f74a,5d942656a9cf770a818ce3b8,4,3,2,4,1,30
5da3d8ed095cb2ca92d3f74b,5d9426d0a9cf770a818db467,4,4,1,2,1,25
5da3d916095cb2ca92d3f75e,5d94261fa9cf770a818c8915,1,2,3,1,2,30
5da3d916095cb2ca92d3f75f,5d942603a9cf770a818c5c63,4,1,5,4,4,10
5da3d917095cb2ca92d3f760,5d94267ba9cf770a818d22d1,3,4,3,1,1,30
5da3d917095cb2ca92d3f761,5d9426a2a9cf770a818d6600,4,1,5,3,5,25
5da3d929095cb2ca92d3f76e,5d9425cca9cf770a818c04f4,5,3,1,4,3,30
5da3d929095cb2ca92d3f76f,5d94268ea9cf770a818d441a,3,3,3,3,1,20
5da3d92a095cb2ca92d3f770,5d9426b6a9cf770a818d88f1,5,4,1,5,2,25
5da3d948095cb2ca92d3f782,5d94261da9cf770a818c8600,5,4,2,1,4,30
5da3d948095cb2ca92d3f783,5d942649a9cf770a818ccd63,5,3,5,2,5,25
5da3d948095cb2ca92d3f784,5d9425c7a9cf770a818bfd67,4,5,4,5,5,10
5da3d949095cb2ca92d3f785,5d9426a4a9cf770a818d696b,3,1,3,3,4,30
5da3ea2ca823715d895df15b,5d942648a9cf770a818ccc2b,4,1,3,2,1,30
5da3ea2ca823715d895df15c,5d94267fa9cf770a818d2a33,4,2,4,3,3,25
5da3ea2ca823715d895df15d,5d94269fa9cf770a818d614f,4,3,3,4,4,10
5da3ea2ca823715d895df15e,5d9426a8a9cf770a818d7117,1,1,5,3,3,15
5da3ea6aa823715d895df171,5d9425b3a9cf770a818bdf8c,2,5,5,2,5,30
5da3ea6aa823715d895df172,5d94264ca9cf770a818cd2f7,2,4,4,1,5,20
5da3ea6ba823715d895df173,5d942611a9cf770a818c7373,4,5,3,5,2,30
5da3ea6ba823715d895df174,5d9426aca9cf770a818d7805,5,2,3,1,5,10
5da3eaa6a823715d895df187,5d942695a9cf770a818d4fdb,3,2,3,2,1,30
5da3eaa6a823715d895df188,5d942614a9cf770a818c7826,5,1,2,1,1,20
5da3eaa6a823715d895df189,5d9425c6a9cf770a818bfb99,5,2,3,2,1,30
5da3eaa6a823715d895df18a,5d9426caa9cf770a818dab08,4,2,5,5,4,10
5da3ead6a823715d895df197,5d9425eda9cf770a818c37ba,3,1,3,2,5,30
5da3ead6a823715d895df198,5d9425baa9cf770a818be9c6,1,2,1,2,5,20
5da3ead6a823715d895df199,5d9426c3a9cf770a818d9d85,2,3,3,1,2,15
5da3eae2a823715d895df1ab,5d9425c2a9cf770a818bf51d,3,5,1,3,3,30
5da3eae2a823715d895df1ac,5d9425d8a9cf770a818c18b9,3,4,4,2,1,30
5da3eae2a823715d895df1ad,5d942614a9cf770a818c781d,1,5,3,2,2,25
5da3eae3a823715d895df1ae,5d9426bfa9cf770a818d979a,5,2,2,4,2,20
5da3eaeca823715d895df1bb,5d94263da9cf770a818cb9d2,4,5,1,3,3,30
5da3eaeca823715d895df1bc,5d9425f1a9cf770a818c3e36,3,4,2,3,2,30
5da3eaeca823715d895df1bd,5d9426b4a9cf770a818d8527,1,2,1,2,2,25
5da3eb01a823715d895df1c9,5d9425d9a9cf770a818c192b,4,1,4,2,1,30
5da3eb02a823715d895df1ca,5d9425e4a9cf770a818c2a7e,4,1,3,5,4,25
5da3eb02a823715d895df1cb,5d9426c6a9cf770a818da357,1,5,4,4,1,15
5da3eb66a823715d895df1dd,5d9425fea9cf770a818c53bf,3,3,2,1,4,30
5da3eb66a823715d895df1de,5d9425efa9cf770a818c3b47,2,4,3,2,3,30
5da3eb66a823715d895df1df,5d94264ba9cf770a818cd0b6,2,5,2,4,3,25
5da3eb67a823715d895df1e0,5d942740a9cf770a818e7024,2,4,1,4,4,25
5da3eb80a823715d895df1f3,5d94267aa9cf770a818d20ab,2,3,2,5,2,30
5da3eb81a823715d895df1f4,5d942693a9cf770a818d4ce5,4,3,5,5,1,30
5da3eb81a823715d895df1f5,5d9425f9a9cf770a818c4bd4,2,1,4,4,1,30
5da3eb81a823715d895df1f6,5d9426a5a9cf770a818d6b3e,2,3,2,2,4,30
5da3eba4a823715d895df203,5d942670a9cf770a818d0f62,2,5,4,2,5,30
5da3eba4a823715d895df204,5d942655a9cf770a818ce30d,2,5,2,4,4,25
5da3eba4a823715d895df205,5d9426bba9cf770a818d9115,5,1,3,4,5,30
5da3ebcca823715d895df217,5d94262ea9cf770a818ca1ee,4,1,2,3,4,30
5da3ebcda823715d895df218,5d942654a9cf770a818ce169,4,1,2,5,5,30
5da3ebcda823715d895df219,5d94264ba9cf770a818cd087,3,2,2,3,1,15
5da3ebcda823715d895df21a,5d9426b7a9cf770a818d89be,5,4,5,2,1,20
5da3ebf3a823715d895df22d,5d942647a9cf770a818cca63,3,5,5,3,3,30
5da3ebf3a823715d895df22e,5d94267ca9cf770a818d2585,4,4,2,1,5,25
5da3ebf4a823715d895df22f,5d9425d4a9cf770a818c10fe,4,3,1,4,5,15
5da3ebf4a823715d895df230,5d9426ada9cf770a818d7a4a,5,3,2,4,2,20
5da3ec23a823715d895df243,5d942677a9cf770a818d1b18,1,5,4,5,2,30
5da3ec24a823715d895df244,5d94264fa9cf770a818cd841,4,5,1,1,3,25
5da3ec24a823715d895df245,5d942669a9cf770a818d050b,5,5,5,1,5,30
5da3ec24a823715d895df246,5d9426a8a9cf770a818d71cf,4,3,1,3,2,25
5da3ec3aa823715d895df253,5d942627a9cf770a818c9645,4,3,4,4,5,30
5da3ec3aa823715d895df254,5d94266aa9cf770a818d0637,2,2,3,3,4,25
5da3ec3aa823715d895df255,5d94271da9cf770a818e34c0,5,3,5,1,3,15
5da3ec4ba823715d895df261,5d94266ea9cf770a818d0d7a,1,1,5,3,3,30
5da3ec4ba823715d895df262,5d9425d0a9cf770a818c0a9c,1,1,5,1,1,20
5da3ec4ba823715d895df263,5d9426b7a9cf770a818d8a33,2,4,3,1,4,30
5da3ec59a823715d895df26f,5d942613a9cf770a818c761f,2,1,4,5,4,30
5da3ec59a823715d895df270,5d9425dba9cf770a818c1c81,4,1,4,5,5,30
5da3ec5aa823715d895df271,5d9426aca9cf770a818d77b0,1,2,5,2,3,20
5da3ec8da823715d895df27d,5d942678a9cf770a818d1cef,5,3,4,4,3,30
5da3ec8da823715d895df27e,5d942696a9cf770a818d51ff,5,1,4,1,3,30
5da3ec8da823715d895df27f,5d942713a9cf770a818e23a9,3,4,1,3,4,20
5da3ec94a823715d895df28b,5d94261da9cf770a818c86af,4,2,1,4,4,30
5da3ec95a823715d895df28c,5d94261aa9cf770a818c820c,5,1,2,4,1,30
5da3ec95a823715d895df28d,5d9426a9a9cf770a818d72a0,3,3,2,3,1,30
5da3eca0a823715d895df299,5d942624a9cf770a818c9110,5,5,1,4,2,30
5da3eca1a823715d895df29a,5d94262ea9cf770a818ca118,5,5,2,4,2,30
5da3eca1a823715d895df29b,5d9426a1a9cf770a818d6480,1,2,5,3,1,20
5da3ed8da823715d895df2ad,5d94261da9cf770a818c85e8,2,2,3,1,5,30
5da3ed8ea823715d895df2ae,5d942629a9cf770a818c9a15,4,4,2,2,5,15
5da3ed8ea823715d895df2af,5d9425ffa9cf770a818c54a1,5,5,5,4,5,10
5da3ed8ea823715d895df2b0,5d9426a7a9cf770a818d6f0e,2,5,5,1,1,30
5da3edafa823715d895df2bd,5d94263ca9cf770a818cb798,2,1,2,1,2,30
5da3edb0a823715d895df2be,5d9425f7a9cf770a818c4913,4,3,4,1,2,15
5da3edb0a823715d895df2bf,5d9426a9a9cf770a818d738c,4,3,1,5,3,25
5da3edcea823715d895df2cb,5d942617a9cf770a818c7d13,2,5,2,1,2,30
5da3edcfa823715d895df2cc,5d942629a9cf770a818c9932,1,4,2,2,1,10
5da3edcfa823715d895df2cd,5d9426b4a9cf770a818d8648,2,2,5,1,1,15
5da3edfda823715d895df2d9,5d942622a9cf770a818c8e13,3,1,2,1,5,30
5da3edfda823715d895df2da,5d942689a9cf770a818d3ac3,3,3,1,1,3,20
5da3edfda823715d895df2db,5d9426bba9cf770a818d913a,3,2,4,5,5,10
5da3ee19a823715d895df2ed,5d942674a9cf770a818d1754,4,1,1,3,5,30
5da3ee19a823715d895df2ee,5d9425d9a9cf770a818c191d,2,1,5,4,5,15
5da3ee19a823715d895df2ef,5d942651a9cf770a818cdc48,2,4,1,3,4,30
5da3ee19a823715d895df2f0,5d9426a9a9cf770a818d734d,3,1,4,5,4,10
5da3ee45a823715d895df303,5d94267ba9cf770a818d2321,3,1,1,5,5,30
5da3ee45a823715d895df304,5d9425f7a9cf770a818c4895,2,4,2,4,5,30
5da3ee45a823715d895df305,5d942672a9cf770a818d1315,2,3,3,4,3,15
5da3ee46a823715d895df306,5d9426dca9cf770a818dc997,5,3,1,3,2,15
5da3ee5ca823715d895df313,5d942645a9cf770a818cc689,3,3,3,1,1,30
5da3ee5da823715d895df314,5d942614a9cf770a818c7703,5,1,5,5,5,25
5da3ee5da823715d895df315,5d9426c7a9cf770a818da545,2,5,5,5,4,20
5da3ee7aa823715d895df327,5d94268da9cf770a818d4223,5,4,1,1,2,30
5da3ee7aa823715d895df328,5d942671a9cf770a818d1159,4,4,1,4,1,10
5da3ee7ba823715d895df329,5d942690a9cf770a818d47d9,5,1,3,1,5,10
5da3ee7ba823715d895df32a,5d9426c3a9cf770a818d9db8,4,3,2,2,4,30
5da3eee9a823715d895df33d,5d94263ea9cf770a818cbb73,2,3,5,5,5,30
5da3eee9a823715d895df33e,5d9425f9a9cf770a818c4c21,3,2,5,1,1,20
5da3eee9a823715d895df33f,5d942684a9cf770a818d3274,4,1,5,4,1,25
5da3eeeaa823715d895df340,5d9426a6a9cf770a818d6d26,3,2,3,3,5,15
5da3ef00a823715d895df34d,5d94267fa9cf770a818d2aa7,3,2,4,2,4,30
5da3ef00a823715d895df34e,5d94261fa9cf770a818c898d,2,2,5,5,3,25
5da3ef00a823715d895df34f,5d9426a6a9cf770a818d6e17,4,1,3,1,2,25
5da3ef11a823715d895df35b,5d94264ea9cf770a818cd6e2,1,4,1,3,5,30
5da3ef12a823715d895df35c,5d942689a9cf770a818d3bd1,5,3,4,2,4,10
5da3ef12a823715d895df35d,5d9426c7a9cf770a818da476,4,3,5,4,2,25
5da3ef30a823715d895df369,5d94260aa9cf770a818c6734,3,4,2,4,5,30
5da3ef30a823715d895df36a,5d94268da9cf770a818d420c,2,5,2,3,3,25
5da3ef30a823715d895df36b,5d9426a5a9cf770a818d6b86,2,4,3,3,3,10
5da3ef3ea823715d895df377,5d94265ba9cf770a818cecc8,1,1,2,1,4,30
5da3ef3ea823715d895df378,5d942647a9cf770a818ccb1e,2,5,2,1,5,15
5da3ef3ea823715d895df379,5d9426a3a9cf770a818d67ec,3,1,3,5,2,10
5da3f00ea823715d895df38b,5d942687a9cf770a818d387f,1,1,5,3,1,30
5da3f00ea823715d895df38c,5d9425b1a9cf770a818bdcbf,2,1,5,5,4,15
5da3f00ea823715d895df38d,5d9425d1a9cf770a818c0d62,3,2,3,1,2,15
5da3f00ea823715d895df38e,5d942718a9cf770a818e2b11,3,5,5,3,1,15
5da3f01ea823715d895df3a1,5d9425faa9cf770a818c4c7e,1,3,2,3,1,30
5da3f01fa823715d895df3a2,5d9425c4a9cf770a818bf86e,2,5,2,3,5,30
5da3f01fa823715d895df3a3,5d94265ea9cf770a818cf0f1,1,4,1,2,3,30
5da3f01fa823715d895df3a4,5d9426aea9cf770a818d7b8e,3,3,1,3,5,10
5da3f02ea823715d895df3b1,5d942649a9cf770a818cce8a,4,4,1,3,2,30
5da3f02ea823715d895df3b2,5d942611a9cf770a818c727c,5,5,1,5,2,30
5da3f02ea823715d895df3b3,5d9426c4a9cf770a818da0db,3,5,3,3,3,10
5da3f066a823715d895df3bf,5d94268ea9cf770a818d4461,4,2,4,2,3,30
5da3f067a823715d895df3c0,5d942686a9cf770a818d36ed,5,1,1,1,1,10
5da3f067a823715d895df3c1,5d942746a9cf770a818e796f,3,4,2,5,4,20
5da3f087a823715d895df3d3,5d94266ba9cf770a818d083b,1,3,1,2,4,30
5da3f087a823715d895df3d4,5d9425e1a9cf770a818c26d0,1,3,3,1,4,15
5da3f088a823715d895df3d5,5d942643a9cf770a818cc3b3,3,3,1,2,5,10
5da3f088a823715d895df3d6,5d9426aea9cf770a818d7c0b,5,1,2,3,5,30
5da3f098a823715d895df3e3,5d9425e4a9cf770a818c2a8c,3,4,3,3,1,30
5da3f098a823715d895df3e4,5d9425dda9cf770a818c1f2e,2,5,3,1,2,20
5da3f098a823715d895df3e5,5d9426c0a9cf770a818d99a9,5,4,4,1,1,30
5da3f0cfa823715d895df3f7,5d94263aa9cf770a818cb476,4,3,5,3,2,30
5da3f0cfa823715d895df3f8,5d9425b6a9cf770a818be4b8,4,4,3,2,3,25
5da3f0cfa823715d895df3f9,5d94264da9cf770a818cd450,3,1,5,3,4,10
5da3f0cfa823715d895df3fa,5d9426d1a9cf770a818db57f,3,4,5,4,2,30
5da3f0efa823715d895df407,5d9425b9a9cf770a818be8a7,5,2,5,2,4,30
5da3f0efa823715d895df408,5d9425dfa9cf770a818c2295,3,1,5,2,1,30
5da3f0efa823715d895df409,5d9426a1a9cf770a818d6558,3,4,4,5,3,10
5da3f0ffa823715d895df41b,5d94261da9cf770a818c8666,1,2,3,4,5,30
5da3f0ffa823715d895df41c,5d94269ba9cf770a818d5b42,2,1,1,1,5,30
5da3f100a823715d895df41d,5d94264ba9cf770a818cd12d,5,5,5,4,5,10
5da3f100a823715d895df41e,5d9426ada9cf770a818d7a76,1,5,5,2,5,15
5da3f13ba823715d895df431,5d9425c6a9cf770a818bfc84,1,3,5,3,3,30
5da3f13ba823715d895df432,5d942634a9cf770a818cab25,2,1,3,5,5,30
5da3f13ba823715d895df433,5d94265ca9cf770a818ceef1,3,2,4,4,2,25
5da3f13ba823715d895df434,5d9426b8a9cf770a818d8b91,1,4,5,4,2,20
5da3f1c0a823715d895df447,5d942634a9cf770a818cab14,5,3,1,1,1,30
5da3f1c0a823715d895df448,5d9425eca9cf770a818c36f4,5,1,1,5,1,30
5da3f1c0a823715d895df449,5d9425b9a9cf770a818be826,5,1,5,5,3,10
5da3f1c0a823715d895df44a,5d9426a5a9cf770a818d6bbc,2,2,2,4,4,20
5da3f1daa823715d895df457,5d9425b4a9cf770a818be1b4,4,1,3,3,4,30
5da3f1daa823715d895df458,5d94261ba9cf770a818c83e9,5,1,4,1,4,10
5da3f1dba823715d895df459,5d94270aa9cf770a818e1376,4,1,4,3,3,20
5da3f211a823715d895df46b,5d942693a9cf770a818d4cc8,5,1,2,2,4,30
5da3f211a823715d895df46c,5d9425f6a9cf770a818c465c,4,4,5,1,2,30
5da3f212a823715d895df46d,5d9425e4a9cf770a818c2aae,5,2,2,1,4,30
5da3f212a823715d895df46e,5d9426ada9cf770a818d7926,5,4,3,4,3,25
5da3f22fa823715d895df481,5d9425e0a9cf770a818c2521,3,5,4,4,2,30
5da3f22fa823715d895df482,5d9425c5a9cf770a818bfa4e,2,5,4,4,3,30
5da3f230a823715d895df483,5d9425bca9cf770a818bed22,1,4,2,4,5,30
5da3f230a823715d895df484,5d9426a1a9cf770a818d64f7,5,4,1,4,5,20
5da3f259a823715d895df497,5d94269ea9cf770a818d5f8e,1,2,2,3,4,30
5da3f259a823715d895df498,5d942616a9cf770a818c7b4e,4,5,5,2,5,10
5da3f259a823715d895df499,5d94261ca9cf770a818c84e5,5,1,2,1,5,20
5da3f25aa823715d895df49a,5d9426baa9cf770a818d8e81,1,2,5,4,2,25
5da3f271a823715d895df4a7,5d9425b5a9cf770a818be31a,4,4,2,1,2,30
5da3f271a823715d895df4a8,5d942683a9cf770a818d3148,5,4,3,4,3,10
5da3f272a823715d895df4a9,5d9426c8a9cf770a818da6c1,3,2,2,3,4,10
5da3f27fa823715d895df4b5,5d942680a9cf770a818d2c16,1,4,5,5,4,30
5da3f27fa823715d895df4b6,5d9425b6a9cf770a818be3c4,2,4,5,4,4,15
5da3f280a823715d895df4b7,5d9426bda9cf770a818d93f3,3,3,1,3,5,30
5da3f290a823715d895df4c3,5d94267aa9cf770a818d20cd,4,1,4,4,4,30
5da3f290a823715d895df4c4,5d9425dca9cf770a818c1df0,5,4,3,3,3,30
5da3f290a823715d895df4c5,5d9426c4a9cf770a818da017,3,1,3,1,1,30
5da3f29fa823715d895df4d1,5d94269ba9cf770a818d5b2e,1,3,5,5,3,30
5da3f2a0a823715d895df4d2,5d94263aa9cf770a818cb446,3,3,5,5,5,30
5da3f2a0a823715d895df4d3,5d9426aca9cf770a818d7863,5,3,4,1,3,25
5da3f2c6a823715d895df4df,5d942694a9cf770a818d4ec0,4,4,1,4,5,30
5da3f2c6a823715d895df4e0,5d942609a9cf770a818c664a,3,2,2,1,5,25
5da3f2c7a823715d895df4e1,5d9426b7a9cf770a818d89e0,4,3,2,2,2,10
5da3f2dba823715d895df4ed,5d942675a9cf770a818d18ff,1,5,4,2,1,30
5da3f2dca823715d895df4ee,5d942690a9cf770a818d481a,2,4,5,2,5,25
5da3f2dca823715d895df4ef,5d9426a5a9cf770a818d6b5e,1,3,4,3,2,30
5da3f2ffa823715d895df4fb,5d94269ca9cf770a818d5cf7,3,1,4,1,4,30
5da3f2ffa823715d895df4fc,5d9425f4a9cf770a818c4387,1,3,5,3,5,30
5da3f2ffa823715d895df4fd,5d9426e3a9cf770a818dd426,2,1,5,5,2,25
5da3f316a823715d895df509,5d9425b3a9cf770a818be050,2,3,1,3,1,30
5da3f316a823715d895df50a,5d942636a9cf770a818caef7,4,5,3,5,3,25
5da3f317a823715d895df50b,5d9426a3a9cf770a818d68c6,4,5,3,2,5,15
5da3f329a823715d895df517,5d9425bca9cf770a818bed72,2,1,2,2,2,30
5da3f329a823715d895df518,5d9425e4a9cf770a818c2a83,5,1,2,3,1,25
5da3f32aa823715d895df519,5d9426d8a9cf770a818dc24b,5,1,1,3,1,30
5da3f354a823715d895df525,5d94267ca9cf770a818d2562,5,2,3,5,4,30
5da3f354a823715d895df526,5d94260fa9cf770a818c6fb2,5,3,3,2,2,25
5da3f355a823715d895df527,5d9426b0a9cf770a818d7f4b,4,4,5,4,1,20
5da3f367a823715d895df533,5d942628a9cf770a818c97ea,3,2,3,1,2,30
5da3f367a823715d895df534,5d9425eba9cf770a818c3585,5,5,4,3,3,10
5da3f368a823715d895df535,5d9426a5a9cf770a818d6c07,1,4,5,2,5,20
5da3f394a823715d895df541,5d942653a9cf770a818cde80,5,1,1,4,1,30
